Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-May-2012,337.40,347.35,332.25,336.05,338.490578217700039961,65062,2120,22022874.00,13988,21.50,15.10,-1.35
17-May-2012,350.00,358.60,338.50,341.15,344.647884369144849637,138233,3402,47641711.00,91631,66.29,20.10,-8.85
16-May-2012,360.00,369.70,343.25,348.10,355.796039405910886632,199970,5393,71148534.00,69784,34.90,26.45,-11.90
15-May-2012,350.60,368.00,346.00,365.35,359.281697769461814958,121854,4423,43779912.00,42472,34.85,22.00,14.75
14-May-2012,345.00,362.70,342.10,350.05,353.160914184537607604,85847,3681,30317805.00,19750,23.01,20.60,5.05
11-May-2012,365.00,365.00,345.25,347.75,349.225531348379720268,255388,6686,89188010.00,108028,42.30,19.75,-17.25
10-May-2012,342.00,386.50,342.00,363.80,365.532457236476729978,720240,19571,263271097.00,197072,27.36,44.50,21.80
9-May-2012,335.90,344.60,333.70,339.75,339.593677816750791342,70134,2250,23817063.00,20481,29.20,10.90,3.85
8-May-2012,329.50,339.00,325.05,329.75,332.832809393925384864,43262,2188,14399013.00,9373,21.67,13.95,0.25
7-May-2012,334.55,338.55,325.00,329.30,330.404161620609930639,36332,1424,12004244.00,8574,23.60,13.55,-5.25
4-May-2012,338.00,344.00,335.00,340.00,340.492338799679634468,76163,2040,25932918.00,42290,55.53,9.00,2.00
3-May-2012,327.35,344.40,326.00,337.15,338.392986672729438002,92367,2570,31256345.00,33077,35.81,18.40,9.80
2-May-2012,325.00,332.85,323.35,329.75,330.261213038502713278,27089,1026,8946446.00,12748,47.06,9.50,4.75
30-April-2012,324.00,325.60,321.00,324.15,322.783234409301569233,12299,324,3969911.00,4217,34.29,4.60,0.15
28-April-2012,329.95,329.95,320.05,325.55,326.908379888268156424,895,61,292583.00,348,38.88,9.90,-4.40
27-April-2012,332.30,332.30,327.00,328.60,328.183132808884775566,8644,378,2836815.00,5251,60.75,5.30,-3.70
26-April-2012,327.00,330.50,322.50,329.90,328.824006890123762668,84759,716,27870794.00,61677,72.77,8.00,2.90
25-April-2012,324.90,329.80,322.45,326.45,326.085182621442241133,24559,767,8008326.00,9646,39.28,7.35,1.55
24-April-2012,325.00,325.45,318.15,322.70,320.891491588183208564,12423,664,3986435.00,5140,41.37,7.30,-2.30
23-April-2012,317.00,326.00,317.00,323.75,322.678151946346829424,28181,1571,9093393.00,13557,48.11,9.00,6.75
20-April-2012,320.20,324.75,316.30,318.60,320.519917275739700594,42551,1005,13638443.00,17740,41.69,8.45,-1.60
19-April-2012,320.40,326.00,317.10,320.95,321.943883984867591424,23790,868,7659045.00,7547,31.72,8.90,0.55
18-April-2012,316.00,329.50,316.00,320.35,324.920646261975240233,68579,2086,22282733.00,24486,35.70,13.50,4.35
17-April-2012,318.20,320.15,311.20,314.05,315.297853357845787823,36988,878,11662237.00,12086,32.68,8.95,-4.15
16-April-2012,323.50,328.75,317.15,318.80,323.151111341113152379,38647,1201,12488821.00,11161,28.88,11.60,-4.70
13-April-2012,321.10,334.05,320.00,323.55,328.182584711597081555,203396,4512,66751025.00,123019,60.48,14.05,2.45
12-April-2012,312.30,322.15,308.50,320.75,317.515523788251060978,76109,1777,24165789.00,37731,49.57,13.65,8.45
11-April-2012,309.00,309.80,301.00,308.10,307.817227809357236554,9148,223,2815912.00,6151,67.24,8.80,-0.90
10-April-2012,303.65,310.00,303.65,309.15,308.689049338146811070,12465,466,3847809.00,6896,55.32,6.35,5.50
9-April-2012,309.60,310.00,304.10,308.80,307.827615480649188514,20025,505,6164248.00,8748,43.69,5.90,-0.80
4-April-2012,312.10,312.65,306.00,308.85,310.366368057332992065,19535,458,6063007.00,10165,52.03,6.65,-3.25
3-April-2012,307.00,312.30,307.00,308.65,309.476985719343797946,33892,1031,10488794.00,12169,35.91,5.30,1.65
2-April-2012,309.90,309.90,303.05,304.80,305.739314988290398126,6832,211,2088811.00,3328,48.71,6.85,-5.10
30-March-2012,305.85,308.90,305.00,307.65,307.636333706459471916,15187,462,4672073.00,8153,53.68,3.90,1.80
29-March-2012,299.65,309.45,299.65,304.00,306.748860014709487619,20395,745,6256143.00,6886,33.76,9.80,4.35
28-March-2012,302.50,305.90,300.25,304.50,303.813027148128624143,30352,803,9221333.00,14617,48.16,5.65,2.00
27-March-2012,303.00,303.00,298.00,302.10,300.826323351269121334,35497,544,10678432.00,20795,58.58,5.00,-0.90
26-March-2012,301.00,304.60,298.40,300.35,301.701881928332044341,19395,568,5851508.00,8692,44.82,6.20,-0.65
23-March-2012,301.00,301.20,296.00,300.05,298.927830401443391971,8868,319,2650892.00,4259,48.03,5.20,-0.95
22-March-2012,301.40,305.70,298.15,299.50,301.954730647351742870,13254,483,4002108.00,3543,26.73,7.55,-1.90
21-March-2012,304.00,306.05,296.25,304.30,302.467458753639384760,34003,764,10284801.00,10966,32.25,9.80,0.30
20-March-2012,299.35,303.25,296.00,300.70,301.115273298602497312,12093,342,3641387.00,4115,34.03,7.25,1.35
19-March-2012,302.10,304.05,299.15,300.65,301.168906615798144455,11533,301,3473381.00,7195,62.39,4.90,-1.45
16-March-2012,303.00,307.00,297.25,300.20,302.884107048594165512,100403,767,30410473.00,84068,83.73,9.75,-2.80
15-March-2012,299.70,303.90,294.55,300.70,299.905884608012267586,52170,1075,15646090.00,19911,38.17,9.35,1.00
14-March-2012,298.00,304.90,294.00,303.40,301.557638196324262715,112304,3559,33866129.00,65301,58.15,10.90,5.40
13-March-2012,296.00,296.00,286.40,291.60,290.771173493745822591,62838,2666,18271479.00,26491,42.16,9.60,-4.40
12-March-2012,303.10,304.60,293.25,294.35,296.348408155541889398,42278,2973,12529018.00,23548,55.70,11.35,-8.75
9-March-2012,298.00,305.40,298.00,303.05,302.863302842048623000,40886,2376,12382869.00,20997,51.35,7.40,5.05
7-March-2012,299.90,303.70,286.15,295.05,292.887947462948491204,72939,2850,21362954.00,22178,30.41,17.55,-4.85
6-March-2012,297.00,300.00,292.50,294.95,295.451613458394286206,58105,2229,17167216.00,29649,51.03,7.50,-2.05
5-March-2012,307.10,308.65,296.65,301.15,300.148256420964710795,38312,2118,11499280.00,19108,49.87,12.00,-5.95
3-March-2012,309.05,310.95,307.00,307.80,308.157258064516129032,1488,60,458538.00,1163,78.16,3.95,-1.25
2-March-2012,312.00,312.05,305.55,308.30,309.567919546708594143,33709,1054,10435225.00,22838,67.75,6.50,-3.70
1-March-2012,310.00,313.90,309.00,309.65,310.928422515635858234,23024,481,7158816.00,6056,26.30,4.90,-0.35
29-February-2012,313.50,313.50,306.00,308.20,309.970856295040271301,9436,374,2924885.00,3370,35.71,7.50,-5.30
28-February-2012,312.00,315.00,308.50,310.35,310.739514348785871964,8607,349,2674535.00,3543,41.16,6.50,-1.65
27-February-2012,310.00,313.00,306.50,312.45,310.429750402576489533,39744,1116,12337720.00,17514,44.07,6.50,2.45
24-February-2012,310.00,314.50,308.10,313.20,312.065508122402720060,26470,1256,8260374.00,14166,53.52,6.40,3.20
23-February-2012,307.10,311.75,303.35,309.05,306.346565645786646747,28113,609,8612321.00,8397,29.87,8.40,1.95
22-February-2012,315.00,319.00,303.70,307.60,313.638340061743053906,84220,2055,26414621.00,32182,38.21,15.30,-7.40
21-February-2012,300.50,315.50,300.50,313.45,311.527445189869354476,124612,2711,38820058.00,52186,41.88,15.00,12.95
17-February-2012,308.00,308.00,299.05,300.20,302.794397317747934262,54581,930,16526821.00,35263,64.61,8.95,-7.80
16-February-2012,303.00,308.00,301.00,305.20,305.256782519431001613,40914,1042,12489276.00,13725,33.55,7.00,2.20
15-February-2012,304.90,306.00,301.00,303.40,303.067081604426002766,47718,1077,14461755.00,15411,32.30,5.00,-1.50
14-February-2012,304.00,304.00,299.80,301.00,301.802058528329364532,50813,1246,15335468.00,14821,29.17,4.20,-3.00
13-February-2012,304.00,305.85,298.05,299.25,301.299219595116674393,25884,846,7798829.00,9936,38.39,7.80,-4.75
10-February-2012,300.00,301.00,297.20,299.20,299.383028874484384207,28849,859,8636901.00,16222,56.23,3.80,-0.80
9-February-2012,300.35,307.80,297.20,298.55,302.417476888014850484,108818,3077,32908465.00,33283,30.59,10.60,-1.80
8-February-2012,298.00,301.00,296.00,298.70,299.090762824152943403,21132,778,6320386.00,8550,40.46,5.00,0.70
7-February-2012,298.75,299.50,294.00,295.30,295.624038578928091808,16382,572,4842913.00,8231,50.24,5.50,-3.45
6-February-2012,293.00,300.00,293.00,297.05,298.100091557125106271,30582,973,9116497.00,11896,38.90,7.00,4.05
3-February-2012,292.00,296.85,292.00,296.05,295.721246682852464570,35422,1047,10475038.00,11441,32.30,4.85,4.05
2-February-2012,302.90,302.90,291.50,292.80,298.406285302052187306,1293303,1201,385929744.00,1272056,98.36,11.40,-10.10
1-February-2012,300.00,304.85,296.90,298.05,299.239830488184451839,41767,1522,12498350.00,13924,33.34,7.95,-1.95
31-January-2012,307.10,307.10,286.80,295.80,293.449902975277481865,226231,6995,66387465.00,52086,23.02,20.30,-11.30
30-January-2012,317.80,317.80,306.00,312.15,311.457407673929938689,347410,1435,108203418.00,314180,90.43,11.80,-5.65
27-January-2012,314.50,318.00,311.10,313.55,315.016219858497376907,62331,880,19635276.00,43283,69.44,6.90,-0.95
25-January-2012,314.75,316.00,310.60,313.85,314.647262569832402234,8950,539,2816093.00,3723,41.60,5.40,-0.90
24-January-2012,312.35,316.00,312.00,313.65,314.455960161842514783,9639,379,3031041.00,3527,36.59,4.00,1.30
23-January-2012,318.55,319.85,310.80,312.25,313.092585205868014005,22563,566,7064308.00,16816,74.53,9.05,-6.30
20-January-2012,320.00,324.90,315.15,317.15,321.058964883584741826,49521,1588,15899161.00,9210,18.60,9.75,-2.85
19-January-2012,310.55,319.80,308.25,318.95,316.495143005720228809,48075,1472,15215504.00,19321,40.19,11.55,8.40
18-January-2012,306.70,310.50,305.50,308.40,308.141828166660034223,25129,685,7743296.00,11482,45.69,5.00,1.70
17-January-2012,319.00,319.00,302.10,303.90,307.600852484425765298,33549,1258,10319701.00,16160,48.17,16.90,-15.10
16-January-2012,315.00,319.00,311.00,313.90,314.118766427194673208,28535,1119,8963379.00,9915,34.75,8.00,-1.10
13-January-2012,305.55,315.00,305.55,312.30,309.958534363507540740,29639,1219,9186861.00,10796,36.42,9.45,6.75
12-January-2012,304.80,312.95,303.20,303.95,307.466585387880429874,22146,1063,6809155.00,10533,47.56,9.75,-0.85
11-January-2012,307.00,309.90,302.50,306.85,305.755800837898807605,12412,542,3795041.00,4533,36.52,7.40,-0.15
10-January-2012,298.40,309.00,295.05,307.45,303.891860465116279069,36120,1351,10976574.00,15765,43.65,13.95,9.05
9-January-2012,291.00,296.90,289.95,295.50,294.056333406256836578,9142,470,2688263.00,4241,46.39,6.95,4.50
7-January-2012,293.15,294.95,290.70,291.30,292.127774041694687289,1487,45,434394.00,579,38.94,4.25,-1.85
6-January-2012,291.00,296.80,287.10,290.65,292.417040996190367885,35174,1331,10285477.00,3826,10.88,9.70,-0.35
5-January-2012,295.00,297.40,287.50,289.05,291.323825951750443380,41161,1434,11991180.00,8802,21.38,9.90,-5.95
4-January-2012,294.95,295.00,290.10,292.45,293.188608592826172644,10148,412,2975278.00,4448,43.83,4.90,-2.50
3-January-2012,289.90,295.90,288.55,292.80,292.218868179362506753,14808,870,4327177.00,3743,25.28,7.35,2.90
2-January-2012,292.05,297.60,285.10,287.95,290.938456790123456790,16200,979,4713203.00,5152,31.80,12.50,-4.10
30-December-2011,280.50,299.00,279.65,290.80,287.918771070542586349,31442,1344,9052742.00,15073,47.94,19.35,10.30
29-December-2011,281.00,284.45,275.55,279.25,278.689936348129966301,24037,1231,6698870.00,10191,42.40,8.90,-1.75
28-December-2011,281.15,282.40,278.05,280.20,280.573138297872340425,19552,862,5485766.00,8090,41.38,4.35,-0.95
27-December-2011,282.75,284.90,277.85,279.75,282.112507750408657911,17741,938,5004958.00,7613,42.91,7.05,-3.00
26-December-2011,275.00,282.50,274.00,280.20,278.685191070151743862,25174,1281,7015621.00,12248,48.65,8.50,5.20
23-December-2011,275.50,277.00,270.10,273.10,273.229007791777188328,48256,1777,13184939.00,12205,25.29,6.90,-2.40
22-December-2011,280.40,280.70,267.10,273.05,271.737534719413208208,74166,3782,20153686.00,17511,23.61,13.60,-7.35
21-December-2011,280.50,285.85,265.00,280.70,278.235470745664614112,45959,2256,12787424.00,7317,15.92,20.85,0.20
20-December-2011,297.65,299.30,273.00,278.65,284.708702331465750948,44264,1719,12602346.00,15084,34.08,26.30,-19.00
19-December-2011,308.90,308.90,294.00,295.40,298.368480394203866872,23947,1492,7145030.00,7283,30.41,14.90,-13.50
16-December-2011,312.00,315.00,300.90,303.45,306.108963349428043682,61718,3276,18892433.00,27253,44.16,14.10,-8.55
15-December-2011,305.00,308.90,300.00,301.40,303.859889469654093284,60074,3462,18254079.00,24302,40.45,8.90,-3.60
14-December-2011,295.65,313.30,291.00,308.05,302.471820077649851472,149131,6352,45107925.00,44534,29.86,22.30,12.40
13-December-2011,304.50,304.50,287.50,294.15,293.179926713736705693,111890,4095,32803902.00,21359,19.09,17.00,-10.35
12-December-2011,308.00,310.85,300.30,306.70,305.514549468191852297,34881,1395,10656653.00,12571,36.04,10.55,-1.30
9-December-2011,310.50,311.80,302.80,304.80,307.875654928719385890,16414,878,5053471.00,4858,29.60,9.00,-5.70
8-December-2011,311.80,315.65,308.30,310.15,310.991027558214056825,9362,585,2911498.00,3675,39.25,7.35,-1.65
7-December-2011,318.00,318.20,310.90,312.80,313.746330821102737009,30252,902,9491454.00,15933,52.67,7.30,-5.20
5-December-2011,317.70,321.00,314.70,319.10,318.385365294185112971,8719,512,2776002.00,2743,31.46,6.30,1.40
2-December-2011,317.00,320.90,315.90,318.20,318.500540540540540540,8325,554,2651517.00,3871,46.50,5.00,1.20
1-December-2011,320.00,323.40,312.20,317.20,318.250145551932929669,34352,1265,10932529.00,9116,27.00,11.20,-2.80
30-November-2011,315.85,320.00,313.00,314.65,317.357852151526296432,13595,827,4314480.00,1611,11.85,7.00,-1.20
29-November-2011,312.85,318.00,312.15,317.05,315.826364667815270832,23797,890,7515720.00,10353,43.51,5.85,4.20
28-November-2011,317.10,319.80,309.75,310.95,312.404126241166980982,44011,1345,13749218.00,11087,25.19,10.05,-6.15
25-November-2011,317.50,320.50,314.30,316.85,317.613370615149974580,19670,824,6247455.00,7030,35.74,6.20,-0.65
24-November-2011,313.00,318.60,311.00,315.65,313.590271851761550652,16406,880,5144762.00,6493,39.58,7.60,2.65
23-November-2011,312.45,314.55,307.75,311.10,311.612749426099240685,33978,1194,10587978.00,17933,52.78,6.80,-1.35
22-November-2011,315.00,315.00,306.35,311.60,310.870951060128813878,42542,1335,13225072.00,8357,19.64,8.65,-3.40
21-November-2011,307.80,315.45,304.00,311.35,311.961157342209704263,39055,1186,12183643.00,11241,28.78,11.45,3.55
18-November-2011,318.00,318.00,295.10,309.50,304.875631627248703574,90441,3887,27573257.00,29174,32.26,22.90,-8.50
17-November-2011,336.00,336.00,317.10,319.25,325.328364779874213836,31800,1393,10345442.00,6599,20.75,18.90,-16.75
16-November-2011,333.80,337.00,333.30,335.55,335.077741595193322019,43606,1043,14611400.00,21907,50.24,3.70,1.75
15-November-2011,337.00,341.20,331.50,334.30,335.312680719104890416,47726,1574,16003133.00,13795,28.90,9.70,-2.70
14-November-2011,335.00,340.50,330.30,338.10,336.895293132835113410,99153,2717,33404179.00,35227,35.53,10.20,3.10
11-November-2011,314.00,334.45,314.00,333.00,328.076283376786838083,155722,3998,51088695.00,56277,36.14,20.45,19.00
9-November-2011,323.15,328.00,311.25,318.90,319.607486566306291998,264447,6623,84519241.00,31958,12.08,16.75,-4.25
8-November-2011,313.45,323.00,313.10,321.15,318.047900552486187845,90500,2247,28783335.00,24614,27.20,9.90,7.70
4-November-2011,309.00,315.10,308.15,310.45,311.194006582366187424,23092,705,7186092.00,8719,37.76,6.95,1.45
3-November-2011,309.00,311.85,305.15,307.35,307.280053216763280433,10523,490,3233508.00,3767,35.80,6.70,-1.65
2-November-2011,308.05,312.00,307.25,309.25,309.652715837621497998,8745,406,2707913.00,4011,45.87,4.75,1.20
1-November-2011,309.50,315.00,302.30,309.45,309.823276797992713937,41449,2084,12841865.00,18866,45.52,12.70,-0.05
31-October-2011,302.35,316.00,299.00,310.15,307.504319911223842739,50464,1579,15517898.00,29352,58.16,17.00,7.80
28-October-2011,306.00,306.85,300.35,303.35,302.852881021228577473,28358,1018,8588302.00,10440,36.82,6.50,-2.65
26-October-2011,307.85,307.85,303.05,304.95,305.192596348884381338,9860,269,3009199.00,5686,57.67,4.80,-2.90
25-October-2011,302.00,306.60,299.70,304.25,303.050829337825579888,30868,1031,9354573.00,15553,50.39,6.90,2.25
24-October-2011,295.00,300.90,294.00,299.80,298.211630123927550047,37764,1127,11261664.00,16451,43.56,6.90,4.80
21-October-2011,290.00,295.85,287.60,292.05,292.713618015721266199,84726,1439,24800454.00,53432,63.06,8.25,2.05
20-October-2011,287.00,295.10,285.35,288.35,290.367962825848290652,78334,2688,22745684.00,20265,25.87,9.75,1.35
19-October-2011,289.00,292.00,285.00,286.00,288.387921523480596728,41694,1006,12024046.00,20687,49.62,7.00,-3.00
18-October-2011,291.60,293.45,286.65,288.70,289.549918052794922760,28677,1128,8303423.00,12883,44.92,6.80,-2.90
17-October-2011,297.85,299.75,287.00,292.60,291.791297358844410707,44791,1679,13069624.00,9916,22.14,12.75,-5.25
14-October-2011,299.00,300.65,294.20,296.95,296.669052785841107008,35483,1240,10526708.00,13736,38.71,6.45,-2.05
13-October-2011,301.95,301.95,296.30,298.45,298.580262115156834507,234706,1005,70078579.00,213333,90.89,5.65,-3.50
12-October-2011,299.90,304.00,298.10,301.90,301.545247270391779062,62280,1359,18780238.00,30948,49.69,5.90,2.00
11-October-2011,300.00,304.90,294.55,296.15,299.335916872498083638,58705,1880,17572515.00,28518,48.58,10.35,-3.85
10-October-2011,293.50,299.90,288.40,297.55,295.356503810166875663,82936,2271,24495687.00,31737,38.27,11.50,4.05
7-October-2011,303.00,306.40,289.50,293.20,294.527001950801731931,84068,2544,24760296.00,41197,49.00,16.90,-9.80
5-October-2011,309.00,309.90,296.40,297.95,301.046095194085027726,17312,762,5211710.00,5778,33.38,13.50,-11.05
4-October-2011,302.10,310.00,299.65,302.20,302.577049609637134392,61097,1536,18486550.00,26963,44.13,10.35,0.10
3-October-2011,317.00,317.45,309.00,311.85,312.542307240934162656,34084,1160,10652692.00,12419,36.44,8.45,-5.15
30-September-2011,319.00,323.00,318.00,321.80,321.776514074495308501,10551,429,3395064.00,5425,51.42,5.00,2.80
29-September-2011,326.10,326.10,315.70,317.30,317.265111724383512863,22466,794,7127678.00,5896,26.24,10.40,-8.80
28-September-2011,326.90,327.90,320.75,322.10,322.713863609502422881,16922,527,5460964.00,5166,30.53,7.15,-4.80
27-September-2011,320.50,326.00,319.50,324.60,322.948491670418730301,44420,1013,14345372.00,14393,32.40,6.50,4.10
26-September-2011,323.50,324.85,313.00,320.00,321.253466083558202289,32241,1148,10357533.00,11782,36.54,11.85,-3.50
23-September-2011,324.50,325.00,315.50,321.40,319.741618826416582672,22819,991,7296184.00,7641,33.49,9.50,-3.10
22-September-2011,324.00,329.20,324.00,324.95,326.166034738020438377,27693,885,9032516.00,11307,40.83,5.20,0.95
21-September-2011,328.00,329.80,324.05,325.45,327.287723537941034316,20690,549,6771583.00,7223,34.91,5.75,-2.55
20-September-2011,328.00,330.40,325.25,326.50,328.653364476692177715,20122,812,6613163.00,8332,41.41,5.15,-1.50
19-September-2011,328.90,332.10,325.75,327.90,329.104724289837460124,32915,1209,10832482.00,9431,28.65,6.35,-1.00
16-September-2011,324.60,330.95,316.30,327.20,327.730336620751487488,49076,1417,16083694.00,13703,27.92,14.65,2.60
15-September-2011,320.10,324.60,316.30,323.40,321.602537581023307130,14502,381,4663880.00,6597,45.49,8.30,3.30
14-September-2011,321.00,322.70,318.00,320.10,320.135882665359316909,24477,778,7835966.00,9993,40.83,4.70,-0.90
